candidate_id,ai_pass_b_label,ai_pass_b_confidence,ai_pass_b_hazard,ai_pass_b_exposure,ai_pass_b_barrier_failure,ai_pass_b_credible_consequence,ai_pass_b_reason,ai_pass_b_framework_version
OSHA-SIR-20171010045,SIF_POTENTIAL,0.93,"Heavy moving, shifting, rolling, or collapsing equipment",Personnel occupied the crush or line-of-fire zone,"Stability, exclusion-zone, or movement control failed",Credible fatal or life-altering crush trauma,A person was exposed to uncontrolled heavy movement with credible fatal or life-altering crush potential.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-20231211765,NON_SIF_POTENTIAL,0.93,"Door, gate, or hinge pinch energy",A hand or finger entered the closing pinch point,Hand clearance from the closing path was not maintained,Localized hand injury without supported fatal or life-altering potential,The closing-door pinch is localized and lacks credible fatal or life-altering escalation.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-20201111093,SIF_POTENTIAL,0.95,Moving vehicle or mobile-equipment kinetic energy,"An occupant or pedestrian was in the collision, rollover, or run-over path","Traffic separation, spotting, restraint, stability, or vehicle control failed","Credible fatal collision, rollover, ejection, or crush trauma",The uncontrolled vehicle interaction supports a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2019054745,SIF_POTENTIAL,0.93,"Heavy moving, shifting, rolling, or collapsing equipment",Personnel occupied the crush or line-of-fire zone,"Stability, exclusion-zone, or movement control failed",Credible fatal or life-altering crush trauma,A person was exposed to uncontrolled heavy movement with credible fatal or life-altering crush potential.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2015010444,SIF_POTENTIAL,0.95,Moving vehicle or mobile-equipment kinetic energy,"An occupant or pedestrian was in the collision, rollover, or run-over path","Traffic separation, spotting, restraint, stability, or vehicle control failed","Credible fatal collision, rollover, ejection, or crush trauma",The uncontrolled vehicle interaction supports a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2018065466,NON_SIF_POTENTIAL,0.89,Localized hand or finger pinch and crush energy,A hand or finger entered the immediate pinch point,Hand placement or local separation control failed,Localized hand injury without a supported fatal or life-altering escalation,The narrative supports a localized low-energy pinch exposure without credible fatal or life-altering escalation.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2015031093,SIF_POTENTIAL,0.93,"Heavy moving, shifting, rolling, or collapsing equipment",Personnel occupied the crush or line-of-fire zone,"Stability, exclusion-zone, or movement control failed",Credible fatal or life-altering crush trauma,A person was exposed to uncontrolled heavy movement with credible fatal or life-altering crush potential.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-20171212120,SIF_POTENTIAL,0.93,"Heavy moving, shifting, rolling, or collapsing equipment",Personnel occupied the crush or line-of-fire zone,"Stability, exclusion-zone, or movement control failed",Credible fatal or life-altering crush trauma,A person was exposed to uncontrolled heavy movement with credible fatal or life-altering crush potential.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2017043386,NON_SIF_POTENTIAL,0.89,Localized hand or finger pinch and crush energy,A hand or finger entered the immediate pinch point,Hand placement or local separation control failed,Localized hand injury without a supported fatal or life-altering escalation,The narrative supports a localized low-energy pinch exposure without credible fatal or life-altering escalation.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2019021931,SIF_POTENTIAL,0.93,"Heavy moving, shifting, rolling, or collapsing equipment",Personnel occupied the crush or line-of-fire zone,"Stability, exclusion-zone, or movement control failed",Credible fatal or life-altering crush trauma,A person was exposed to uncontrolled heavy movement with credible fatal or life-altering crush potential.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2022098322,SIF_POTENTIAL,0.93,"Heavy moving, shifting, rolling, or collapsing equipment",Personnel occupied the crush or line-of-fire zone,"Stability, exclusion-zone, or movement control failed",Credible fatal or life-altering crush trauma,A person was exposed to uncontrolled heavy movement with credible fatal or life-altering crush potential.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2021119791,SIF_POTENTIAL,0.95,"Suspended, lifted, or falling heavy load",Personnel were beneath or immediately beside the load path,"Load support, retention, rigging, or exclusion control failed",Credible fatal crushing or catastrophic head and body trauma,The uncontrolled load and occupied drop zone support a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2018099398,SIF_POTENTIAL,0.95,Moving vehicle or mobile-equipment kinetic energy,"An occupant or pedestrian was in the collision, rollover, or run-over path","Traffic separation, spotting, restraint, stability, or vehicle control failed","Credible fatal collision, rollover, ejection, or crush trauma",The uncontrolled vehicle interaction supports a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2015118264,SIF_POTENTIAL,0.95,"Suspended, lifted, or falling heavy load",Personnel were beneath or immediately beside the load path,"Load support, retention, rigging, or exclusion control failed",Credible fatal crushing or catastrophic head and body trauma,The uncontrolled load and occupied drop zone support a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2015021264,SIF_POTENTIAL,0.95,"Suspended, lifted, or falling heavy load",Personnel were beneath or immediately beside the load path,"Load support, retention, rigging, or exclusion control failed",Credible fatal crushing or catastrophic head and body trauma,The uncontrolled load and occupied drop zone support a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2015010399,SIF_POTENTIAL,0.95,"Suspended, lifted, or falling heavy load",Personnel were beneath or immediately beside the load path,"Load support, retention, rigging, or exclusion control failed",Credible fatal crushing or catastrophic head and body trauma,The uncontrolled load and occupied drop zone support a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2015010670,SIF_POTENTIAL,0.96,"Stored pressure, tension, projectile, or hose-whip energy",Personnel were in the release or projectile line of fire,"Isolation, depressurization, restraint, or containment failed","Credible fatal impact, penetration, major amputation, or internal trauma",Uncontrolled stored energy exposed personnel to a credible fatal or life-altering release consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2019077628,SIF_POTENTIAL,0.95,"Suspended, lifted, or falling heavy load",Personnel were beneath or immediately beside the load path,"Load support, retention, rigging, or exclusion control failed",Credible fatal crushing or catastrophic head and body trauma,The uncontrolled load and occupied drop zone support a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-20161110668,SIF_POTENTIAL,0.96,"Stored pressure, tension, projectile, or hose-whip energy",Personnel were in the release or projectile line of fire,"Isolation, depressurization, restraint, or containment failed","Credible fatal impact, penetration, major amputation, or internal trauma",Uncontrolled stored energy exposed personnel to a credible fatal or life-altering release consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2015096308,NON_SIF_POTENTIAL,0.93,"Door, gate, or hinge pinch energy",A hand or finger entered the closing pinch point,Hand clearance from the closing path was not maintained,Localized hand injury without supported fatal or life-altering potential,The closing-door pinch is localized and lacks credible fatal or life-altering escalation.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2015020726,SIF_POTENTIAL,0.93,"Heavy moving, shifting, rolling, or collapsing equipment",Personnel occupied the crush or line-of-fire zone,"Stability, exclusion-zone, or movement control failed",Credible fatal or life-altering crush trauma,A person was exposed to uncontrolled heavy movement with credible fatal or life-altering crush potential.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2016021254,SIF_POTENTIAL,0.93,"Heavy moving, shifting, rolling, or collapsing equipment",Personnel occupied the crush or line-of-fire zone,"Stability, exclusion-zone, or movement control failed",Credible fatal or life-altering crush trauma,A person was exposed to uncontrolled heavy movement with credible fatal or life-altering crush potential.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2021032721,NON_SIF_POTENTIAL,0.93,"Door, gate, or hinge pinch energy",A hand or finger entered the closing pinch point,Hand clearance from the closing path was not maintained,Localized hand injury without supported fatal or life-altering potential,The closing-door pinch is localized and lacks credible fatal or life-altering escalation.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2019065947,SIF_POTENTIAL,0.95,"Suspended, lifted, or falling heavy load",Personnel were beneath or immediately beside the load path,"Load support, retention, rigging, or exclusion control failed",Credible fatal crushing or catastrophic head and body trauma,The uncontrolled load and occupied drop zone support a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2015052803,SIF_POTENTIAL,0.95,Moving vehicle or mobile-equipment kinetic energy,"An occupant or pedestrian was in the collision, rollover, or run-over path","Traffic separation, spotting, restraint, stability, or vehicle control failed","Credible fatal collision, rollover, ejection, or crush trauma",The uncontrolled vehicle interaction supports a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-20181212860,SIF_POTENTIAL,0.95,Moving vehicle or mobile-equipment kinetic energy,"An occupant or pedestrian was in the collision, rollover, or run-over path","Traffic separation, spotting, restraint, stability, or vehicle control failed","Credible fatal collision, rollover, ejection, or crush trauma",The uncontrolled vehicle interaction supports a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2019054968,SIF_POTENTIAL,0.93,"Heavy moving, shifting, rolling, or collapsing equipment",Personnel occupied the crush or line-of-fire zone,"Stability, exclusion-zone, or movement control failed",Credible fatal or life-altering crush trauma,A person was exposed to uncontrolled heavy movement with credible fatal or life-altering crush potential.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2019065723,SIF_POTENTIAL,0.93,"Heavy moving, shifting, rolling, or collapsing equipment",Personnel occupied the crush or line-of-fire zone,"Stability, exclusion-zone, or movement control failed",Credible fatal or life-altering crush trauma,A person was exposed to uncontrolled heavy movement with credible fatal or life-altering crush potential.,SIF_LABELING_GUIDE_V0_1
OSHA-SIR-2018076959,SIF_POTENTIAL,0.98,"Energized electrical equipment, arc flash, or overhead power line",Personnel or conductive equipment entered the electrical hazard zone,"De-energization, approach-distance, grounding, or arc-flash control failed","Credible electrocution, fatal arc burns, or life-altering injury",Personnel exposure to uncontrolled electrical energy supports a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1
