candidate_id,source,source_record_id,narrative,pass_a_label,pass_a_confidence,pass_a_hazard,pass_a_exposure,pass_a_barrier_failure,pass_a_credible_consequence,pass_a_reason,pass_a_framework_version,pass_b_label,pass_b_confidence,pass_b_hazard,pass_b_exposure,pass_b_barrier_failure,pass_b_credible_consequence,pass_b_reason,pass_b_framework_version,consensus_label,consensus_confidence,reconciliation_status,label_provenance
OSHA-SIR-20201211952,OSHA_SIR,20201211952,"The pulling unit crew was running rods in the hole from the derrick. The rig operator raised the rod string and began to lower the rods into the well. With the rod transfer still in place on the rod triple, the blocks were lowered, causing the chain holding the rod transfer to break. The rod transfer then fell and struck an employee, who was standing on the work floor, on the top frontal area of his hard hat resulting in the loss of an eye.",SIF_POTENTIAL,0.99,Pipe rack fell from forklift forks,Worker was beside and partly under the falling rack,Load securement and exclusion-zone controls failed,Fatal struck-by or crushing injury,A heavy rack fell from lifting equipment into an occupied area and could have struck the body.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.95,"Suspended, lifted, or falling heavy load",Personnel were beneath or immediately beside the load path,"Load support, retention, rigging, or exclusion control failed",Credible fatal crushing or catastrophic head and body trauma,The uncontrolled load and occupied drop zone support a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.950000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2015031426,OSHA_SIR,2015031426,An employee was operating the elevators and tongs to run pipe out of the hole when the drilling line broke. The block fell and struck his foot.,SIF_POTENTIAL,0.96,Free-falling crane headache ball and fast line,Worker was beneath the boom and struck in head and body,Suspended-load exclusion and hoist control failed,Fatal blunt-force or crushing injury,A heavy crane component free-fell onto a worker beneath the boom.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.95,"Suspended, lifted, or falling heavy load",Personnel were beneath or immediately beside the load path,"Load support, retention, rigging, or exclusion control failed",Credible fatal crushing or catastrophic head and body trauma,The uncontrolled load and occupied drop zone support a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.950000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2021119925,OSHA_SIR,2021119925,"On November 16, 2021, a truck driver was removing straps from a load of utility poles on a flatbed trailer. When he removed the last strap, the top pole on the load rolled off and struck the left side of his body, crushing his left wrist and the lower part of his left leg. He was hospitalized, and the leg was medically amputated below the knee. He also suffered a brain injury and two fingers were medically amputated.",SIF_POTENTIAL,0.99,Utility pole rolling from an unsecured flatbed load,Driver was beside the load when the last strap was removed,Load-restraint and unloading-zone controls failed,Fatal whole-body crushing,Removing the last restraint released a heavy pole directly onto the worker.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.95,"Suspended, lifted, or falling heavy load",Personnel were beneath or immediately beside the load path,"Load support, retention, rigging, or exclusion control failed",Credible fatal crushing or catastrophic head and body trauma,The uncontrolled load and occupied drop zone support a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.950000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2020076436,OSHA_SIR,2020076436,"Employees of Sundown Operating, Inc., and Axis Energy Services, LLC were working at an old oil/gas well plugging the well and getting ready to rig down. The Axis Energy Services employee was working from the platform operating the snubbing equipment. The casing from the well bore connected to the primary BOP broke causing the secondary BOP and the platform where the employee was working to fall to the ground approximately 28 feet below. The Axis Energy Services employee was hospitalized for a fractured leg. The Sundown Operating employee was assisting with the snubbing operation and was struck on the leg by the falling lug nut to the hydraulic BOP. The Sundown Operating employee was hospitalized for a fractured hip.",SIF_POTENTIAL,0.99,Collapse of catwalk or equipment stand,Workers were on or beside the failing structure,Structural support and inspection controls failed,Fatal fall or crushing,"The work platform collapsed with personnel on and beside it, creating credible fall and crush exposure.",AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.97,Multiple interacting high-energy hazards,"Personnel occupied the combined fall, crush, fire, or line-of-fire zone","Critical stability, isolation, retention, or fall-protection controls failed",Credible fatal or life-altering multisystem trauma,The interacting high-energy hazards and barrier failures support a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.970000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2016098843,OSHA_SIR,2016098843,"An employee was removing clevises from under a blowout preventer (BOP). The employee retrieved the first clevis, but the second clevis was trapped underneath one of the BOPs. He lifted the BOP up and stuck the first clevis underneath to support the BOP's weight (this allowed him to retrieve the second clevis). When he attempted to lift the BOP back up to remove the first clevis, the BOP slipped and fell. His right index fingertip was caught/pinched between the two BOPs, resulting in a finger amputation.",SIF_POTENTIAL,0.94,Worker positioned beneath or between an inadequately supported load,Worker's hand was under the load,"Blocking, support, and exclusion controls failed",Fatal crushing if the load drops,The task placed the worker under an unstable heavy load rather than using secure blocking.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.93,"Heavy moving, shifting, rolling, or collapsing equipment",Personnel occupied the crush or line-of-fire zone,"Stability, exclusion-zone, or movement control failed",Credible fatal or life-altering crush trauma,A person was exposed to uncontrolled heavy movement with credible fatal or life-altering crush potential.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.930000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2016087391,OSHA_SIR,2016087391,An employee was laying down a power swivel when the swivel fell and fractured the employee's tibia and fibula.,SIF_POTENTIAL,0.9,Pipe rack fell from forklift forks,Worker was beside and partly under the falling rack,Load securement and exclusion-zone controls failed,Fatal struck-by or crushing injury,A heavy rack fell from lifting equipment into an occupied area and could have struck the body.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.95,"Suspended, lifted, or falling heavy load",Personnel were beneath or immediately beside the load path,"Load support, retention, rigging, or exclusion control failed",Credible fatal crushing or catastrophic head and body trauma,The uncontrolled load and occupied drop zone support a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.900000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2021021108,OSHA_SIR,2021021108,"The injured employee and a coworker removed a valve body to unclog pods in an auger. After they unclogged the pods and reloaded them, they proceeded to reinstall the valve body. As they were picking up the valve body, the coworker slipped and the valve fell onto the injured employee's left pinky finger, resulting in a fingertip amputation.",NON_SIF_POTENTIAL,0.88,Small component dropped at hand level,Worker's hand or finger was beneath the component,Hand placement and support control failed,Localized digit injury,The described drop is confined to the hand without credible full-body or fatal exposure.,AI_SOL_XHIGH_PASS_A,NON_SIF_POTENTIAL,0.89,Localized hand or finger pinch and crush energy,A hand or finger entered the immediate pinch point,Hand placement or local separation control failed,Localized hand injury without a supported fatal or life-altering escalation,The narrative supports a localized low-energy pinch exposure without credible fatal or life-altering escalation.,SIF_LABELING_GUIDE_V0_1,NON_SIF_POTENTIAL,0.880000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2015052822,OSHA_SIR,2015052822,"On May 13, 2015, at approximately 12:00 midnight, an employee suffered a concussion and was hospitalized after being struck by a 1.5- to 2-inch flex steel hose. The employee was working in the cellar while a rig hand worked on the rig floor 30 feet above. The rig hand disconnected the hydraulic hose, which fell 30 feet and struck the employee in the head.",SIF_POTENTIAL,0.98,Pipe rack fell from forklift forks,Worker was beside and partly under the falling rack,Load securement and exclusion-zone controls failed,Fatal struck-by or crushing injury,A heavy rack fell from lifting equipment into an occupied area and could have struck the body.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.95,"Suspended, lifted, or falling heavy load",Personnel were beneath or immediately beside the load path,"Load support, retention, rigging, or exclusion control failed",Credible fatal crushing or catastrophic head and body trauma,The uncontrolled load and occupied drop zone support a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.950000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2018021922,OSHA_SIR,2018021922,"While conducting rig-up operations, two employees were carrying a 2-inch joint of iron piping when the first employee dropped the joint on the second employee's finger. His right middle finger was crushed between the falling pipe and piping that was on the ground, resulting in an amputation.",NON_SIF_POTENTIAL,0.9,Small component dropped at hand level,Worker's hand or finger was beneath the component,Hand placement and support control failed,Localized digit injury,The described drop is confined to the hand without credible full-body or fatal exposure.,AI_SOL_XHIGH_PASS_A,NON_SIF_POTENTIAL,0.89,Localized hand or finger pinch and crush energy,A hand or finger entered the immediate pinch point,Hand placement or local separation control failed,Localized hand injury without a supported fatal or life-altering escalation,The narrative supports a localized low-energy pinch exposure without credible fatal or life-altering escalation.,SIF_LABELING_GUIDE_V0_1,NON_SIF_POTENTIAL,0.890000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2019011040,OSHA_SIR,2019011040,"An employee was operating a forklift and staging 10"" pipe on a concrete parking lot. The first joint of pipe was set down and the second joint was being retrieved when the first joint began to roll. The employee secured the forklift and went to stop the pipe from rolling, but was struck by the rolling pipe on the back of his leg. The employee fell and the pipe rolled up his leg. The employee suffered a broken foot.",SIF_POTENTIAL,0.82,Uncontrolled heavy pipe or collar,Worker occupied the pipe's roll path,"Chocking, stability, and exclusion controls failed",Fatal or life-altering crushing,The heavy tubular could continue rolling across the worker's body.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.93,"Heavy moving, shifting, rolling, or collapsing equipment",Personnel occupied the crush or line-of-fire zone,"Stability, exclusion-zone, or movement control failed",Credible fatal or life-altering crush trauma,A person was exposed to uncontrolled heavy movement with credible fatal or life-altering crush potential.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.820000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2019099854,OSHA_SIR,2019099854,An 18-inch pipe rolled off the forks of a loader when the clamps were lowered. Two employees' legs were pinned between the pipes.,SIF_POTENTIAL,0.98,Uncontrolled heavy pipe or collar,Worker occupied the pipe's roll path,"Chocking, stability, and exclusion controls failed",Fatal or life-altering crushing,The heavy tubular could continue rolling across the worker's body.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.95,"Suspended, lifted, or falling heavy load",Personnel were beneath or immediately beside the load path,"Load support, retention, rigging, or exclusion control failed",Credible fatal crushing or catastrophic head and body trauma,The uncontrolled load and occupied drop zone support a credible fatal or life-altering consequence.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.950000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
OSHA-SIR-2016043242,OSHA_SIR,2016043242,"An employee was observing a pipe liner as it was being extended to the stationary steel pipe in the ground. The pipe liner was slightly offline, and the employee tried to manually guide it in place right as it was making contact with the pipe. The liner jerked up as he was leaning over it and it hit him in the chin with force. He suffered a chin laceration requiring 5 stitches and was knocked unconscious. Employee was hospitalized overnight.",SIF_POTENTIAL,0.88,Powered pipe-liner alignment and sudden pipe movement,Worker leaned over the pipe at the movement point,Hands-free alignment and exclusion controls failed,Fatal head or torso strike,Unexpected powered pipe movement could strike or crush the worker leaning over the interface.,AI_SOL_XHIGH_PASS_A,SIF_POTENTIAL,0.93,"Heavy moving, shifting, rolling, or collapsing equipment",Personnel occupied the crush or line-of-fire zone,"Stability, exclusion-zone, or movement control failed",Credible fatal or life-altering crush trauma,A person was exposed to uncontrolled heavy movement with credible fatal or life-altering crush potential.,SIF_LABELING_GUIDE_V0_1,SIF_POTENTIAL,0.880000,CONSENSUS_HIGH,AI_SOL_DUAL_PASS_CONSENSUS
